INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
262001271,3114,,INVESTIGATE PROPERTY,C11,396,0,2026-01-06 01:56:00+00,2026,1,Tuesday  ,1,,ROSELAND ST,42.29115798,-71.0633914,"(42.29115797843585, -71.06339140384321)"
262001274,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2026-01-06 02:00:00+00,2026,1,Tuesday  ,2,,WASHINGTON ST,42.34905564,-71.15049917,"(42.34905564195639, -71.1504991731562)"
262001276,3801,,M/V ACCIDENT - OTHER,B3,468,0,2026-01-06 02:06:00+00,2026,1,Tuesday  ,2,,WALK HILL ST,42.28184071,-71.0987178,"(42.28184071033144, -71.09871779625958)"
262001277,3115,,INVESTIGATE PERSON,D4,131,0,2026-01-06 02:11:00+00,2026,1,Tuesday  ,2,,BEACON ST,42.35393953,-71.07803042,"(42.35393952779024, -71.07803041595577)"
262001429,3115,,INVESTIGATE PERSON,C6,914,0,2026-01-06 03:30:00+00,2026,1,Tuesday  ,3,,MSGR O'CALLAGHAN WAY,,,
262001307,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,E18,522,0,2026-01-06 04:36:00+00,2026,1,Tuesday  ,4,,B ST,42.25014403,-71.12553241,"(42.25014403237942, -71.12553241083167)"
262001287,3115,,INVESTIGATE PERSON,C6,915,0,2026-01-06 05:24:00+00,2026,1,Tuesday  ,5,,MERCER ST,42.33083839,-71.0497533,"(42.33083838956283, -71.04975329573026)"
262001333,724,,AUTO THEFT,D14,778,0,2026-01-06 05:40:00+00,2026,1,Tuesday  ,5,,WASHINGTON ST,42.34905564,-71.15049917,"(42.34905564195639, -71.1504991731562)"
262001288,3410,,TOWED MOTOR VEHICLE,C11,341,0,2026-01-06 06:07:00+00,2026,1,Tuesday  ,6,,TOPLIFF ST,42.3033674,-71.06827281,"(42.303367403368995, -71.06827280518941)"
262001289,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11,402,0,2026-01-06 06:13:00+00,2026,1,Tuesday  ,6,,"ASHMONT ST & DORCHESTER AVE
DORCHESTER, MA 02124
U",42.28575155,-71.06430965,"(42.28575155467336, -71.06430965022071)"
262001291,1831,,SICK ASSIST,C6,186,0,2026-01-06 06:34:00+00,2026,1,Tuesday  ,6,,W HOWELL ST,42.32552717,-71.05984104,"(42.32552717349239, -71.05984104435676)"
262001296,3301,,VERBAL DISPUTE,B3,432,0,2026-01-06 06:58:00+00,2026,1,Tuesday  ,6,,BALLOU AVE,42.28396038,-71.08397953,"(42.283960378850054, -71.0839795331794)"
262001424,3114,,INVESTIGATE PROPERTY,B2,282,0,2026-01-06 07:30:00+00,2026,1,Tuesday  ,7,,WASHINGTON ST,42.32866239,-71.08563459,"(42.32866239451696, -71.08563458516488)"
262001294,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E13,608,0,2026-01-06 07:38:00+00,2026,1,Tuesday  ,7,,S HUNTINGTON AVE,42.33136891,-71.11185178,"(42.33136890540433, -71.11185178241689)"
262001310,3410,,TOWED MOTOR VEHICLE,A1,66,0,2026-01-06 08:08:00+00,2026,1,Tuesday  ,8,,REVERE ST,42.35945212,-71.07143769,"(42.359452116077634, -71.07143768965295)"
262001298,3007,,SUDDEN DEATH,D4,167,0,2026-01-06 08:11:00+00,2026,1,Tuesday  ,8,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262001299,3410,,TOWED MOTOR VEHICLE,C6,209,0,2026-01-06 08:30:00+00,2026,1,Tuesday  ,8,,"E FIRST ST & H ST
SOUTH BOSTON, MA 02210
UNITED ST",42.33803953,-71.04161339,"(42.33803953231296, -71.0416133929741)"
262001301,3801,,M/V ACCIDENT - OTHER,D4,168,0,2026-01-06 08:36:00+00,2026,1,Tuesday  ,8,,"SHAWMUT AVE & W CONCORD ST
BOSTON, MA 02118
UNITED",42.33872951,-71.07591757,"(42.33872950546737, -71.07591756842452)"
262001297,801,,ASSAULT - SIMPLE,B2,282,0,2026-01-06 08:38:00+00,2026,1,Tuesday  ,8,,WASHINGTON ST,42.32866239,-71.08563459,"(42.32866239451696, -71.08563458516488)"
262001304,3501,,MISSING PERSON,B2,184,0,2026-01-06 09:13:00+00,2026,1,Tuesday  ,9,,HUMPHREYS PL,42.31921999,-71.06783961,"(42.31921998673282, -71.0678396138546)"
262001380,3170,,INTIMIDATING WITNESS,E18,520,0,2026-01-06 09:15:00+00,2026,1,Tuesday  ,9,,HYDE PARK AVE,42.25621554,-71.1240203,"(42.256215542554976, -71.12402029533455)"
262001308,1831,,SICK ASSIST,E5,691,0,2026-01-06 09:16:00+00,2026,1,Tuesday  ,9,,CENTRE ST,42.2870932,-71.14822209,"(42.28709320338153, -71.14822209118665)"
262001332,2401,,AFFRAY,A1,74,0,2026-01-06 09:30:00+00,2026,1,Tuesday  ,9,,NEW CHARDON ST,42.36260702,-71.0613277,"(42.36260702211204, -71.06132769565819)"
262001309,3115,,INVESTIGATE PERSON,A7,26,0,2026-01-06 09:44:00+00,2026,1,Tuesday  ,9,,MERIDIAN ST,42.3828909,-71.03930967,"(42.382890902511775, -71.03930966606323)"
262001317,2604,,EXTORTION OR BLACKMAIL,C6,915,0,2026-01-06 09:50:00+00,2026,1,Tuesday  ,9,,E EIGHTH ST,42.33129696,-71.04864935,"(42.331296959887425, -71.04864934660118)"
262001316,3115,,INVESTIGATE PERSON,A15,900,0,2026-01-06 10:01:00+00,2026,1,Tuesday  ,10,,MEDFORD ST,42.37944003,-71.05841551,"(42.37944002959156, -71.05841551058437)"
262001334,3410,,TOWED MOTOR VEHICLE,E13,573,0,2026-01-06 10:05:00+00,2026,1,Tuesday  ,10,,WASHINGTON ST,42.30859862,-71.10539263,"(42.30859861734287, -71.10539263397384)"
262001325,1831,,SICK ASSIST,D4,270,0,2026-01-06 10:25:00+00,2026,1,Tuesday  ,10,,NORTHAMPTON ST,42.33395079,-71.07538993,"(42.33395079312848, -71.07538992670342)"
262001382,3170,,INTIMIDATING WITNESS,E18,520,0,2026-01-06 10:30:00+00,2026,1,Tuesday  ,10,,HYDE PARK AVE,42.25621554,-71.1240203,"(42.256215542554976, -71.12402029533455)"
262001327,2647,,THREATS TO DO BODILY HARM,E18,545,0,2026-01-06 10:32:00+00,2026,1,Tuesday  ,10,,HALE ST,42.25914454,-71.12914786,"(42.25914454233696, -71.12914785953959)"
262001326,3115,,INVESTIGATE PERSON,B2,602,0,2026-01-06 10:35:00+00,2026,1,Tuesday  ,10,,HUNTINGTON AVE,42.33551492,-71.10083266,"(42.33551491736912, -71.10083266368659)"
262001322,617,,LARCENY THEFT FROM BUILDING,E18,478,0,2026-01-06 10:53:00+00,2026,1,Tuesday  ,10,,GREENFIELD RD,42.2713654,-71.10641186,"(42.27136540431638, -71.10641185802132)"
262001331,613,,LARCENY SHOPLIFTING,A1,117,0,2026-01-06 10:57:00+00,2026,1,Tuesday  ,10,,BOYLSTON ST,42.35231142,-71.06370557,"(42.35231142441357, -71.06370557218405)"
262001342,801,,ASSAULT - SIMPLE,D4,962,0,2026-01-06 11:12:00+00,2026,1,Tuesday  ,11,,W DEDHAM ST,42.34186719,-71.07272266,"(42.34186719018027, -71.07272266203691)"
262001335,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,B2,289,0,2026-01-06 11:29:00+00,2026,1,Tuesday  ,11,,TREMONT ST,42.33364357,-71.09086359,"(42.33364357476461, -71.0908635919076)"
262001364,3501,,MISSING PERSON,E18,957,0,2026-01-06 11:34:00+00,2026,1,Tuesday  ,11,,CLIFFMONT ST,42.27668182,-71.12065345,"(42.2766818191811, -71.12065345112404)"
262001416,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,289,0,2026-01-06 11:40:00+00,2026,1,Tuesday  ,11,,MALCOLM X BLVD,42.33123732,-71.09140794,"(42.33123732222367, -71.09140794276725)"
262001343,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,457,0,2026-01-06 11:45:00+00,2026,1,Tuesday  ,11,,"BLUE HILL AVE & CHARLOTTE ST
DORCHESTER, MA 02121
",42.30036855,-71.0860567,"(42.30036854928766, -71.0860566974046)"
262001349,3410,,TOWED MOTOR VEHICLE,C6,228,0,2026-01-06 11:50:00+00,2026,1,Tuesday  ,11,,E FIFTH ST,42.33409811,-71.02652612,"(42.334098112092406, -71.02652612481292)"
262001366,3114,,INVESTIGATE PROPERTY,B3,468,0,2026-01-06 12:00:00+00,2026,1,Tuesday  ,12,,HAZLETON ST,42.27882424,-71.09405228,"(42.2788242417642, -71.09405228266465)"
262001344,1102,,FRAUD - FALSE PRETENSE / SCHEME,C6,200,0,2026-01-06 12:02:00+00,2026,1,Tuesday  ,12,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
262001360,3410,,TOWED MOTOR VEHICLE,C11,368,0,2026-01-06 12:09:00+00,2026,1,Tuesday  ,12,,THELMA RD,42.29458647,-71.0539678,"(42.294586465920815, -71.05396780449989)"
262001361,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,182,0,2026-01-06 12:09:00+00,2026,1,Tuesday  ,12,,CLIFTON ST,42.32321178,-71.07079731,"(42.323211782457626, -71.07079730728331)"
262001350,3201,,PROPERTY - LOST/ MISSING,A1,113,0,2026-01-06 12:10:00+00,2026,1,Tuesday  ,12,,"SUMMER ST & ARCH ST
BOSTON, MA 02110
UNITED STATES",42.35448452,-71.05916445,"(42.354484522022865, -71.05916444810768)"
262001347,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E5,556,0,2026-01-06 12:13:00+00,2026,1,Tuesday  ,12,,"ROWE ST & CUMMINS HWY
ROSLINDALE, MA 02131
UNITED ",42.28067258,-71.12067381,"(42.28067257639571, -71.1206738145199)"
262001362,3410,,TOWED MOTOR VEHICLE,E13,634,0,2026-01-06 12:14:00+00,2026,1,Tuesday  ,12,,"ZAMORA ST & PERKINS ST
JAMAICA PLAIN, MA 02130
UNI",42.3214766,-71.11281364,"(42.32147659818657, -71.1128136436879)"
262001356,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,257,0,2026-01-06 12:42:00+00,2026,1,Tuesday  ,12,,HANCOCK ST,42.31043353,-71.06134066,"(42.310433525411575, -71.06134065699925)"
262001357,617,,LARCENY THEFT FROM BUILDING,C6,200,0,2026-01-06 12:44:00+00,2026,1,Tuesday  ,12,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
262001368,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,93,0,2026-01-06 12:45:00+00,2026,1,Tuesday  ,12,,"STATE ST & CONGRESS ST
BOSTON, MA 02109
UNITED STA",42.35886952,-71.05681049,"(42.35886952152541, -71.05681049328159)"
262001359,3805,,M/V ACCIDENT - POLICE VEHICLE,B3,465,0,2026-01-06 12:46:00+00,2026,1,Tuesday  ,12,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
262001358,3805,,M/V ACCIDENT - POLICE VEHICLE,B3,465,0,2026-01-06 12:46:00+00,2026,1,Tuesday  ,12,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
262001375,3115,,INVESTIGATE PERSON,C11,366,0,2026-01-06 12:52:00+00,2026,1,Tuesday  ,12,,SHEPTON ST,42.28995271,-71.06076161,"(42.2899527061161, -71.060761610069)"
262001373,3801,,M/V ACCIDENT - OTHER,A7,31,0,2026-01-06 12:54:00+00,2026,1,Tuesday  ,12,,"BROOKS ST & BREMEN ST
EAST BOSTON, MA 02128
UNITED",42.37536551,-71.03135335,"(42.375365512063254, -71.0313533498277)"
262001370,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,B2,585,0,2026-01-06 13:00:00+00,2026,1,Tuesday  ,13,,IROQUOIS ST,42.33014637,-71.10444547,"(42.33014636601038, -71.10444546559755)"
262001411,2647,,THREATS TO DO BODILY HARM,E18,520,0,2026-01-06 13:04:00+00,2026,1,Tuesday  ,13,,HYDE PARK AVE,42.25621554,-71.1240203,"(42.256215542554976, -71.12402029533455)"
262001369,301,,ROBBERY,D4,622,0,2026-01-06 13:04:00+00,2026,1,Tuesday  ,13,,BAY STATE RD,42.34992983,-71.09407065,"(42.34992982766331, -71.09407065407744)"
262001384,3301,,VERBAL DISPUTE,C6,219,0,2026-01-06 13:04:00+00,2026,1,Tuesday  ,13,,E EIGHTH ST,42.33126425,-71.04680799,"(42.331264248027395, -71.04680798769031)"
262001390,613,,LARCENY SHOPLIFTING,D4,137,0,2026-01-06 13:08:00+00,2026,1,Tuesday  ,13,,NEWBURY ST,42.35059672,-71.07881082,"(42.350596717383745, -71.0788108158712)"
262001363,3114,,INVESTIGATE PROPERTY,B3,465,0,2026-01-06 13:12:00+00,2026,1,Tuesday  ,13,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
262001383,3115,,INVESTIGATE PERSON,B2,268,0,2026-01-06 13:30:00+00,2026,1,Tuesday  ,13,,DUDLEY ST,42.32742546,-71.07702618,"(42.327425459397766, -71.07702617841521)"
262001371,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A1,77,0,2026-01-06 13:31:00+00,2026,1,Tuesday  ,13,,SUDBURY ST,,,
262001377,1831,,SICK ASSIST,D14,778,0,2026-01-06 13:33:00+00,2026,1,Tuesday  ,13,,MARKET ST,42.34996359,-71.15302278,"(42.34996359039224, -71.15302277637129)"
262001396,1831,,SICK ASSIST,E5,746,0,2026-01-06 13:35:00+00,2026,1,Tuesday  ,13,,LAGRANGE ST,42.29507561,-71.1714725,"(42.29507561163179, -71.17147249638491)"
262001372,3115,,INVESTIGATE PERSON,A1,77,0,2026-01-06 13:36:00+00,2026,1,Tuesday  ,13,,SUDBURY ST,,,
262001387,801,,ASSAULT - SIMPLE,E18,923,0,2026-01-06 13:49:00+00,2026,1,Tuesday  ,13,,DAVISON ST,42.25888538,-71.11656434,"(42.25888537685279, -71.11656433831013)"
262001386,1831,,SICK ASSIST,A7,2,0,2026-01-06 13:52:00+00,2026,1,Tuesday  ,13,,WALDEMAR AVE,42.39146242,-71.00134212,"(42.39146241833743, -71.001342117976)"
262001451,3501,,MISSING PERSON,C6,200,0,2026-01-06 14:00:00+00,2026,1,Tuesday  ,14,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
262001401,1831,,SICK ASSIST,A7,942,0,2026-01-06 14:04:00+00,2026,1,Tuesday  ,14,,VALLAR RD,42.39269609,-71.00842439,"(42.392696087000026, -71.00842439113727)"
262001400,801,,ASSAULT - SIMPLE,D4,129,0,2026-01-06 14:05:00+00,2026,1,Tuesday  ,14,,BOYLSTON ST,42.35095863,-71.0741283,"(42.35095862933817, -71.07412829839986)"
262001385,3114,,INVESTIGATE PROPERTY,E5,691,0,2026-01-06 14:10:00+00,2026,1,Tuesday  ,14,,CENTRE ST,42.2870932,-71.14822209,"(42.28709320338153, -71.14822209118665)"
262001412,801,,ASSAULT - SIMPLE,D14,785,0,2026-01-06 14:20:00+00,2026,1,Tuesday  ,14,,COMMONWEALTH AVE,42.34355197,-71.14336805,"(42.34355196705137, -71.14336805230835)"
262001406,1831,,SICK ASSIST,A7,28,0,2026-01-06 14:21:00+00,2026,1,Tuesday  ,14,,DRAKE PL,42.37255614,-71.03619906,"(42.37255614344602, -71.03619906285556)"
262001407,1402,,VANDALISM,C11,335,0,2026-01-06 14:34:00+00,2026,1,Tuesday  ,14,,QUINCY ST,42.3094697,-71.06664481,"(42.309469695202914, -71.06664481275288)"
262001399,1831,,SICK ASSIST,D4,172,0,2026-01-06 14:35:00+00,2026,1,Tuesday  ,14,,ALBANY ST,42.33428795,-71.07239571,"(42.334287947313456, -71.07239570643029)"
262001413,3115,,INVESTIGATE PERSON,B2,328,0,2026-01-06 14:39:00+00,2026,1,Tuesday  ,14,,FERNBORO ST,42.31129542,-71.07728329,"(42.311295416005635, -71.0772832879357)"
262001422,3112,,LANDLORD - TENANT,B2,325,0,2026-01-06 14:58:00+00,2026,1,Tuesday  ,14,,QUINCY ST,42.31368971,-71.076968,"(42.31368971108655, -71.07696799670954)"
262001437,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,149,0,2026-01-06 15:01:00+00,2026,1,Tuesday  ,15,,YARMOUTH PL,42.34635331,-71.07623837,"(42.34635331166051, -71.07623836686876)"
262001408,3114,,INVESTIGATE PROPERTY,C11,355,0,2026-01-06 15:09:00+00,2026,1,Tuesday  ,15,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
262001448,1831,,SICK ASSIST,D4,168,0,2026-01-06 15:27:00+00,2026,1,Tuesday  ,15,,WASHINGTON ST,42.33816341,-71.07461269,"(42.338163408527635, -71.07461269356651)"
262001447,617,,LARCENY THEFT FROM BUILDING,B2,911,0,2026-01-06 15:42:00+00,2026,1,Tuesday  ,15,,ANNUNCIATION RD,42.33506175,-71.09316839,"(42.33506174588196, -71.09316838833671)"
262001425,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A1,111,0,2026-01-06 15:52:00+00,2026,1,Tuesday  ,15,,WINTER ST,42.35602326,-71.06177661,"(42.35602325871234, -71.06177661002705)"
262001464,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,614,0,2026-01-06 15:55:00+00,2026,1,Tuesday  ,15,,"LONGWOOD AVE & BINNEY ST
ROXBURY, MA 02215
UNITED ",42.33825159,-71.10613857,"(42.33825158853625, -71.10613857371712)"
262001495,616,,LARCENY THEFT OF BICYCLE,E13,574,0,2026-01-06 16:00:00+00,2026,1,Tuesday  ,16,,WASHINGTON ST,42.30971815,-71.10429498,"(42.30971815419562, -71.10429497557632)"
262001434,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,396,0,2026-01-06 16:00:00+00,2026,1,Tuesday  ,16,,DORCHESTER AVE,42.29025172,-71.06305003,"(42.29025172244125, -71.06305003019239)"
262001438,1831,,SICK ASSIST,A1,76,0,2026-01-06 16:19:00+00,2026,1,Tuesday  ,16,,CANAL ST,42.36489479,-71.06050293,"(42.36489479248674, -71.06050292611201)"
262001430,3801,,M/V ACCIDENT - OTHER,C11,245,0,2026-01-06 16:22:00+00,2026,1,Tuesday  ,16,,HARBOR VIEW ST,42.31704984,-71.05383395,"(42.31704984027605, -71.05383394767105)"
262001431,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,444,0,2026-01-06 16:34:00+00,2026,1,Tuesday  ,16,,BLUE HILL AVE,42.29576337,-71.08756067,"(42.295763369154415, -71.08756067038517)"
262001471,3115,,INVESTIGATE PERSON,C6,915,0,2026-01-06 16:55:00+00,2026,1,Tuesday  ,16,,JAMES O'NEILL ST,42.33041172,-71.05182614,"(42.33041171632348, -71.05182613924228)"
262001453,1831,,SICK ASSIST,E13,572,0,2026-01-06 17:00:00+00,2026,1,Tuesday  ,17,,SCHOOL ST,42.31284417,-71.09676869,"(42.31284416629487, -71.09676868946651)"
262001476,1831,,SICK ASSIST,E5,691,0,2026-01-06 17:01:00+00,2026,1,Tuesday  ,17,,CENTRE ST,42.28720715,-71.14938103,"(42.287207145386525, -71.14938102791386)"
262001463,3207,,PROPERTY - FOUND,D4,170,0,2026-01-06 17:07:00+00,2026,1,Tuesday  ,17,,WORCESTER SQ,42.33614903,-71.07406961,"(42.336149026829965, -71.07406961207558)"
262001465,1831,,SICK ASSIST,B2,587,0,2026-01-06 17:14:00+00,2026,1,Tuesday  ,17,,TREMONT ST,42.33183013,-71.09746097,"(42.33183012520983, -71.09746096529231)"
262001469,619,,LARCENY ALL OTHERS,D4,166,0,2026-01-06 17:23:00+00,2026,1,Tuesday  ,17,,SHAWMUT AVE,42.34200633,-71.07084727,"(42.34200633245019, -71.07084726520011)"
262001442,1831,,SICK ASSIST,D4,270,0,2026-01-06 17:28:00+00,2026,1,Tuesday  ,17,,MASSACHUSETTS AVE & ALBANY ST,42.33355157,-71.07351249,"(42.333551566735125, -71.07351248605083)"
262001441,3201,,PROPERTY - LOST/ MISSING,A7,16,0,2026-01-06 17:30:00+00,2026,1,Tuesday  ,17,,E EAGLE ST,42.38132453,-71.02804042,"(42.38132453142911, -71.02804042233107)"
262001457,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,205,0,2026-01-06 17:30:00+00,2026,1,Tuesday  ,17,,SUMMER ST,42.35053211,-71.05109597,"(42.35053211116035, -71.05109597271417)"
262001478,3502,,MISSING PERSON - LOCATED,D4,171,0,2026-01-06 17:38:00+00,2026,1,Tuesday  ,17,,HARRISON AVE,42.33534483,-71.07462858,"(42.335344833733444, -71.07462858277367)"
262001470,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,E5,662,0,2026-01-06 17:41:00+00,2026,1,Tuesday  ,17,,COTTON ST,42.29122827,-71.12958296,"(42.29122827005413, -71.12958296254294)"
262001455,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,257,0,2026-01-06 17:42:00+00,2026,1,Tuesday  ,17,,HANCOCK ST,42.31043353,-71.06134066,"(42.310433525411575, -71.06134065699925)"
262001466,3112,,LANDLORD - TENANT,B3,469,0,2026-01-06 17:46:00+00,2026,1,Tuesday  ,17,,HIAWATHA RD,42.27683712,-71.09526511,"(42.276837120835964, -71.09526511167978)"
262001460,3115,,INVESTIGATE PERSON,C11,334,0,2026-01-06 17:46:00+00,2026,1,Tuesday  ,17,,QUINCY ST,42.30830721,-71.06540809,"(42.308307207921025, -71.06540808549266)"
262001474,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,E18,493,0,2026-01-06 17:57:00+00,2026,1,Tuesday  ,17,,RIVER ST,42.26194808,-71.1097169,"(42.2619480823838, -71.10971690223373)"
262001461,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,465,0,2026-01-06 17:58:00+00,2026,1,Tuesday  ,17,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
262001511,3501,,MISSING PERSON,C11,396,0,2026-01-06 18:00:00+00,2026,1,Tuesday  ,18,,DORCHESTER AVE,42.29025172,-71.06305003,"(42.29025172244125, -71.06305003019239)"
262001516,3501,,MISSING PERSON,B2,901,0,2026-01-06 18:00:00+00,2026,1,Tuesday  ,18,,TURQUOISE WAY,42.33426701,-71.09713515,"(42.334267009314175, -71.09713515473624)"
262001539,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,0,2026-01-06 18:15:00+00,2026,1,Tuesday  ,18,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262001486,3801,,M/V ACCIDENT - OTHER,B2,911,0,2026-01-06 18:30:00+00,2026,1,Tuesday  ,18,,"PARKER ST & WARD ST
ROXBURY, MA 02120
UNITED STATE",42.33477953,-71.09502956,"(42.33477953235299, -71.0950295552076)"
262001484,617,,LARCENY THEFT FROM BUILDING,C11,355,0,2026-01-06 18:48:00+00,2026,1,Tuesday  ,18,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
262001493,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3,463,0,2026-01-06 18:59:00+00,2026,1,Tuesday  ,18,,AMERICAN LEGION HWY,42.29520295,-71.09271706,"(42.29520294886999, -71.09271706391054)"
262001492,3115,,INVESTIGATE PERSON,C6,213,0,2026-01-06 19:00:00+00,2026,1,Tuesday  ,19,,ATHENS ST,42.33628629,-71.04582402,"(42.33628629319219, -71.04582401944106)"
262001494,1831,,SICK ASSIST,A7,22,0,2026-01-06 19:01:00+00,2026,1,Tuesday  ,19,,PORTER ST,42.37465659,-71.03822869,"(42.374656592645074, -71.03822869197289)"
262001500,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E13,645,0,2026-01-06 19:14:00+00,2026,1,Tuesday  ,19,,CENTRE ST,42.31193363,-71.11429158,"(42.31193362800709, -71.1142915774298)"
262001490,1102,,FRAUD - FALSE PRETENSE / SCHEME,C11,355,0,2026-01-06 19:17:00+00,2026,1,Tuesday  ,19,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
262001491,3018,,SICK/INJURED/MEDICAL - POLICE,A15,53,0,2026-01-06 19:19:00+00,2026,1,Tuesday  ,19,,TIBBETT'S TOWN WAY,42.37782625,-71.06950123,"(42.377826246269294, -71.06950122667342)"
262001498,3115,,INVESTIGATE PERSON,B2,308,0,2026-01-06 19:23:00+00,2026,1,Tuesday  ,19,,MUNROE ST,42.31857546,-71.08767303,"(42.318575462179695, -71.0876730348143)"
262001506,3115,,INVESTIGATE PERSON,C11,335,0,2026-01-06 19:24:00+00,2026,1,Tuesday  ,19,,CLARKSON ST,42.30829622,-71.06747829,"(42.30829621938819, -71.06747829021477)"
262001521,1831,,SICK ASSIST,C6,228,0,2026-01-06 19:25:00+00,2026,1,Tuesday  ,19,,E 5TH ST,,,
262001496,613,,LARCENY SHOPLIFTING,A1,111,0,2026-01-06 19:26:00+00,2026,1,Tuesday  ,19,,WASHINGTON ST,42.352729,-71.06256338,"(42.352729000406285, -71.062563376214)"
262001507,3410,,TOWED MOTOR VEHICLE,A7,27,0,2026-01-06 19:37:00+00,2026,1,Tuesday  ,19,,PARIS ST,42.36946528,-71.0403753,"(42.36946527924925, -71.04037529918621)"
262001504,3803,,M/V ACCIDENT - PERSONAL INJURY,B3,441,0,2026-01-06 19:51:00+00,2026,1,Tuesday  ,19,,TALBOT AVE,42.29453911,-71.08669955,"(42.29453910732405, -71.08669955198306)"
262001510,3115,,INVESTIGATE PERSON,C11,344,0,2026-01-06 19:55:00+00,2026,1,Tuesday  ,19,,CORONA ST,42.30146152,-71.0689602,"(42.30146151704183, -71.0689602011541)"
262001502,520,,BURGLARY - RESIDENTIAL,C11,355,0,2026-01-06 20:00:00+00,2026,1,Tuesday  ,20,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
262001513,3301,,VERBAL DISPUTE,E18,532,0,2026-01-06 20:06:00+00,2026,1,Tuesday  ,20,,EDSON TER,42.24261066,-71.13818495,"(42.24261065722144, -71.13818495469273)"
262001503,3114,,INVESTIGATE PROPERTY,D14,778,0,2026-01-06 20:10:00+00,2026,1,Tuesday  ,20,,WASHINGTON ST,42.34905564,-71.15049917,"(42.34905564195639, -71.1504991731562)"
262001520,3114,,INVESTIGATE PROPERTY,B2,261,0,2026-01-06 20:16:00+00,2026,1,Tuesday  ,20,,BROOK AVE,42.32014709,-71.07368353,"(42.320147085138494, -71.07368353056468)"
262001515,3803,,M/V ACCIDENT - PERSONAL INJURY,B3,429,0,2026-01-06 20:23:00+00,2026,1,Tuesday  ,20,,WOODROW AVE,42.28646968,-71.08714728,"(42.2864696836558, -71.08714728220752)"
262001514,2907,,VAL - OPERATING AFTER REV/SUSP.,C11,395,0,2026-01-06 20:49:00+00,2026,1,Tuesday  ,20,,DORCHESTER AVE,42.28187166,-71.06538389,"(42.2818716646745, -71.06538389147538)"
262001523,1831,,SICK ASSIST,E13,578,0,2026-01-06 21:02:00+00,2026,1,Tuesday  ,21,,FORBES ST,42.32118249,-71.10682844,"(42.321182491236264, -71.10682843830467)"
262001529,1831,,SICK ASSIST,E13,657,0,2026-01-06 21:14:00+00,2026,1,Tuesday  ,21,,CENTRE ST,42.30260632,-71.12561009,"(42.30260632000651, -71.12561009256572)"
